Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Concatenated value
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1283.1,0.0072,9.23832,1.39,12.8412648,6,213.5,120,16,10,Summer-Manchester-Discount
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,780.6,0.01353,10.561518,0.069,0.728744742,5,233.52,16,17,4.5,Summer-Manchester-Collection
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1070,0.01694,18.1258,1.3685,24.8051573,0,27.6,99,5,6,Summer-Manchester-Discount
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1332.2,0.01474,19.636628,0.85,16.6911338,5,130.2,36,8,9,Summer-Manchester-Collection
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1560.9,0.01122,17.513298,0.65,11.3836437,5,146,115,27,3,Summer-Manchester-Discount
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,975,0.0117,11.4075,0.6555,7.47761625,2,15.6,76,11,1.5,Summer-Manchester-Collection
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,740.5,0.0105,7.77525,1.357,10.55101425,6,184.8,28,10,3,Summer-Manchester-Discount
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2144.3,0.0118,25.30274,0.64,16.1937536,4,145,89,4,6,Summer-Manchester-Collection
Summer,7/14/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1645.1,0.0053,8.71903,0.08,0.6975224,0,20,34,0,4,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,797.8,0.0131,10.45118,1.6445,17.18696551,3,105.504,52,27,1.5,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,576.1,0.012,6.9132,1.84,12.720288,9,94.752,66,4,7.5,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1176,0.0113,13.2888,1.09,14.484792,3,84.56,74,4,7,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1341.5,0.0078,10.4637,0.91,9.521967,7,222.32,60,3,4,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,290.8,0.01386,4.030488,0.161,0.648908568,3,252.84,8,2,6,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,66.7,0.00913,0.608971,1.035,0.630284985,2,146.4,76,3,3,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,695.2,0.01232,8.564864,0.15,1.2847296,3,258.3,62,0,9,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,314.1,0.01056,3.316896,1.27,4.21245792,3,151,90,2,6,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,178.9,0.0114,2.03946,0.7015,1.43068119,4,181.2,81,8,4.5,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,192.9,0.0077,1.48533,0.2185,0.324544605,2,22.8,39,1,6,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1461.4,0.0023,3.36122,0.47,1.5797734,0,9,44,6,5,Summer-Birmingham-Collection
Summer,7/15/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,338.8,0.0043,1.45684,1.16,1.6899344,5,398,83,6,1,Summer-Birmingham-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1608.1,0.0142,22.83502,0.9085,20.74561567,6,94.752,47,5,22.5,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1276.8,0.013,16.5984,1.38,22.905792,10,229.152,58,15,18,Summer-London-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,1416.1,0.0087,12.32007,0.54,6.6528378,1,155.12,68,40,4,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1220.8,0.0084,10.25472,0.88,9.0241536,7,250.88,74,14,9,Summer-London-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1102.5,0.01694,18.67635,0.644,12.0275694,9,313.32,22,3,3,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,725.7,0.01199,8.701143,1.4375,12.50789306,4,320.4,94,20,18,Summer-London-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,1831.7,0.01122,20.551674,1.07,21.99029118,6,199.5,22,4,11,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1086.6,0.00759,8.247294,0.6,4.9483764,2,204,143,10,12,Summer-London-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1347.1,0.0079,10.64209,0.8165,8.689266485,1,33.6,53,11,9,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,572.6,0.0135,7.7301,0.391,3.0224691,2,26.4,44,12,6,Summer-London-Discount
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1214.3,0.0091,11.05013,0.46,5.0830598,2,163,76,6,6,Summer-London-Collection
Summer,7/15/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1236.3,0.0107,13.22841,0.93,12.3024213,3,143,50,32,6,Summer-London-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1247.5,0.0143,17.83925,0.391,6.97514675,3,257.376,59,19,3,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1110.9,0.0148,16.44132,1.1385,18.71844282,3,173.04,88,13,15,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1689.7,0.008,13.5176,0.48,6.488448,2,123.2,58,34,5,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1234.8,0.011,13.5828,0.83,11.273724,7,77,92,21,10,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1228.9,0.0132,16.22148,0.023,0.37309404,5,387.24,34,5,18,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,511.7,0.01001,5.122117,1.6445,8.423321407,0,8.4,65,12,16.5,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1647.4,0.01199,19.752326,0.79,15.60433754,6,214.9,49,20,8,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1909.9,0.01309,25.000591,2.22,55.50131202,6,345,116,12,9,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,804.5,0.0114,9.1713,1.587,14.5548531,1,10.8,58,13,0,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,482.3,0.0114,5.49822,1.564,8.59921608,4,123.6,41,7,10.5,Summer-Manchester-Discount
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,980.8,0.0087,8.53296,1.15,9.812904,2,89,64,21,3,Summer-Manchester-Collection
Summer,7/15/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1350.5,0.0057,7.69785,1.19,9.1604415,0,9,79,8,8,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,776.1,0.0115,8.92515,1.0925,9.750726375,5,57.12,39,3,7.5,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,127.2,0.0144,1.83168,1.3915,2.54878272,6,59.52,76,1,9,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,779.3,0.007,5.4551,1.34,7.309834,1,253.12,20,3,6,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,959.5,0.0064,6.1408,1.86,11.421888,8,55.44,98,4,6,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,326,0.01749,5.70174,0.276,1.57368024,2,46.8,64,10,6,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,4.7,0.01562,0.073414,2.5415,0.186581681,7,432,73,3,13.5,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1407.9,0.01243,17.500197,0.59,10.32511623,2,225.4,18,6,7,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,598.8,0.01056,6.323328,0.95,6.0071616,7,422,110,16,7,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,347.2,0.0118,4.09696,0.989,4.05189344,1,66,38,6,9,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,458.2,0.0094,4.30708,1.104,4.75501632,4,224.4,32,2,4.5,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,894,0.0096,8.5824,0.44,3.776256,4,126,41,4,2,Summer-Birmingham-Collection
Summer,7/16/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,549.1,0.0056,3.07496,0.66,2.0294736,5,321,46,4,4,Summer-Birmingham-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1237.9,0.0196,24.26284,0.552,13.39308768,1,0,41,24,16.5,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1262.1,0.0158,19.94118,2.1045,41.96621331,2,159.6,66,16,22.5,Summer-London-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2417.4,0.0133,32.15142,0.21,6.7517982,6,132.16,61,12,4,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1295.7,0.01,12.957,0.83,10.75431,5,170.8,61,16,6,Summer-London-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1084.6,0.01969,21.355774,0.621,13.26193565,7,60.48,27,11,13.5,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,579.4,0.01408,8.157952,1.3685,11.16415731,6,327.6,108,21,18,Summer-London-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,1650.2,0.01342,22.145684,0.24,5.31496416,5,149.1,48,14,6,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1508.5,0.01089,16.427565,1.83,30.06244395,0,1,128,28,14,Summer-London-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,957.7,0.0152,14.55704,0.6555,9.54213972,2,72,46,13,10.5,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1009.9,0.0099,9.99801,0.3335,3.334336335,3,168,31,14,12,Summer-London-Discount
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1310.4,0.0076,9.95904,0.41,4.0832064,3,241,90,21,11,Summer-London-Collection
Summer,7/16/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1912.8,0.0042,8.03376,0.31,2.4904656,4,251,88,18,9,Summer-London-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1163.9,0.0169,19.66991,0.414,8.14334274,3,120.96,55,29,6,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1211,0.0125,15.1375,1.3225,20.01934375,6,272.16,51,17,18,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2216.8,0.0118,26.15824,1.11,29.0356464,4,324.24,89,28,11,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1558.2,0.006,9.3492,1.62,15.145704,10,102.9,94,4,10,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,833.2,0.01507,12.556324,0.9315,11.69621581,7,89.04,70,9,13.5,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,580,0.01375,7.975,2.53,20.17675,0,9.6,70,14,6,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1504.6,0.01166,17.543636,1.18,20.70149048,10,188.3,80,21,14,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1535.6,0.00671,10.303876,1.41,14.52846516,4,320,134,16,7,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,899.2,0.0149,13.39808,0.9775,13.0966232,1,37.2,28,14,0,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,527.3,0.0145,7.64585,0.667,5.09978195,3,10.8,72,6,4.5,Summer-Manchester-Discount
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1736.3,0.0099,17.18937,0.7,12.032559,3,256,82,16,4,Summer-Manchester-Collection
Summer,7/16/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,740.6,0.0064,4.73984,1.16,5.4982144,0,36,65,4,7,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,277.2,0.0176,4.87872,0.6785,3.31021152,0,58.464,25,14,9,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,109.4,0.0158,1.72852,1.771,3.06120892,2,188.16,92,10,4.5,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1314.7,0.0093,12.22671,1.13,13.8161823,5,164.64,77,28,5,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,605.6,0.0097,5.87432,0.56,3.2896192,7,170.24,55,9,0,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,772,0.01958,15.11576,0.782,11.82052432,1,208.32,37,1,16.5,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,167,0.01177,1.96559,1.817,3.57147703,7,696,71,3,10.5,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1043.8,0.00814,8.496532,0.35,2.9737862,4,98,68,14,9,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1261.8,0.00781,9.854658,1.9,18.7238502,3,110,106,8,5,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,551.3,0.0115,6.33995,1.2305,7.801308475,5,381.6,29,5,1.5,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,297.2,0.0083,2.46676,1.5755,3.88638038,3,97.2,42,10,6,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,865.4,0.0072,6.23088,0.55,3.426984,3,277,38,12,2,Summer-Birmingham-Collection
Summer,7/17/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,615.2,0.007,4.3064,1.27,5.469128,5,206,54,0,5,Summer-Birmingham-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1139.7,0.0154,17.55138,0.2875,5.04602175,6,51.744,27,4,13.5,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1060.5,0.0145,15.37725,0.782,12.0250095,7,317.52,78,4,12,Summer-London-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,1885,0.0138,26.013,0.86,22.37118,6,36.8,62,24,8,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1061.9,0.0078,8.28282,0.29,2.4020178,6,279.3,60,4,9,Summer-London-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1153.6,0.02057,23.729552,0.7475,17.73784012,8,273,2,2,19.5,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,671,0.01727,11.58817,2.5185,29.18480615,6,310.8,111,13,13.5,Summer-London-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,1671.4,0.00902,15.076028,0.4,6.0304112,9,154,1,4,2,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1471.7,0.0088,12.95096,2.21,28.6216216,0,20,137,16,8,Summer-London-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1309.1,0.0171,22.38561,1.472,32.95161792,2,60,45,17,7.5,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,585.8,0.0108,6.32664,0.92,5.8205088,1,14.4,55,14,18,Summer-London-Discount
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1974.2,0.0091,17.96522,0.11,1.9761742,0,46,104,14,7,Summer-London-Collection
Summer,7/17/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1448.4,0.007,10.1388,0.44,4.461072,4,350,71,27,3,Summer-London-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1670.8,0.0183,30.57564,1.4835,45.35896194,1,42.24,15,1,10.5,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1144.5,0.0165,18.88425,0.8855,16.72200338,8,130.2,64,10,4.5,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1499.3,0.0108,16.19244,1.2,19.430928,6,103.6,55,39,5,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1481.2,0.0083,12.29396,0.27,3.3193692,3,259,100,15,4,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,592.6,0.01518,8.995668,0.1955,1.758653094,6,141.12,22,2,22.5,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,619.1,0.01331,8.240221,1.3685,11.27674244,2,132,91,18,15,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1590.8,0.01419,22.573452,0.54,12.18966408,3,88.2,32,2,7,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1185.3,0.0099,11.73447,2.03,23.8209741,0,27,80,27,5,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,841.7,0.011,9.2587,1.4145,13.09643115,3,90,59,2,18,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,420.3,0.0109,4.58127,0.828,3.79329156,1,9.6,36,8,6,Summer-Manchester-Discount
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2236.1,0.0128,28.62208,0.19,5.4381952,2,161,78,18,1,Summer-Manchester-Collection
Summer,7/17/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,933,0.0012,1.1196,0.6,0.67176,4,310,90,22,1,Summer-Manchester-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,632.6,0.0144,9.10944,0.414,3.77130816,1,108.864,77,26,18,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,224.2,0.0099,2.21958,0.966,2.14411428,2,43.008,56,6,9,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,748.3,0.0087,6.51021,1.02,6.6404142,4,9.6,46,10,8,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1073.6,0.0096,10.30656,0.99,10.2034944,2,41.44,82,20,6,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,289.8,0.01408,4.080384,0.667,2.721616128,2,156.24,20,1,15,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,213.8,0.01265,2.70457,0.874,2.36379418,6,540,105,1,9,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1017.4,0.01001,10.184174,0.48,4.88840352,8,179.2,54,18,10,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,610.4,0.00594,3.625776,1.44,5.22111744,1,31,77,21,3,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,416,0.0114,4.7424,0.184,0.8726016,4,348,34,5,3,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,8.9,0.0115,0.10235,0.713,0.07297555,5,291.6,63,4,3,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,317.4,0.0074,2.34876,0.91,2.1373716,0,13,71,8,1,Summer-Birmingham-Collection
Summer,7/18/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,974.7,0.0081,7.89507,0.93,7.3424151,3,128,37,8,3,Summer-Birmingham-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1448.5,0.0197,28.53545,0.529,15.09525305,5,22.08,28,1,1.5,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1036.7,0.0159,16.48353,1.2075,19.90386248,7,199.08,50,6,4.5,Summer-London-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2046.8,0.0103,21.08204,0.75,15.81153,7,42.4,53,2,13,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2051.7,0.0087,17.84979,1.06,18.9207774,2,86.8,65,12,10,Summer-London-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1317.8,0.0187,24.64286,0.1725,4.25089335,4,258.72,39,7,21,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,909.5,0.01496,13.60612,2.415,32.8587798,6,352.8,108,17,3,Summer-London-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2032,0.01397,28.38704,0.17,4.8257968,7,193.2,0,8,5,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1327.6,0.00759,10.076484,2.05,20.6567922,6,199,139,24,14,Summer-London-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1221.8,0.0127,15.51686,1.518,23.55459348,3,93.6,69,7,4.5,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,561.2,0.0149,8.36188,0.736,6.15434368,2,20.4,57,4,3,Summer-London-Discount
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,856.8,0.0107,9.16776,0.94,8.6176944,0,51,48,12,8,Summer-London-Collection
Summer,7/18/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1164.8,0.0094,10.94912,0.84,9.1972608,3,101,85,22,5,Summer-London-Discount
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1205.3,0.0164,19.76692,0.1725,3.4097937,6,90.72,26,20,9,Summer-Manchester-Collection
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,943.6,0.0119,11.22884,0.598,6.71484632,2,53.76,50,12,7.5,Summer-Manchester-Discount
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2165.4,0.0106,22.95324,0.4,9.181296,5,154.56,29,39,2,Summer-Manchester-Collection
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1729.7,0.0088,15.22136,0.99,15.0691464,8,42,96,4,6,Summer-Manchester-Discount
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1156.5,0.01804,20.86326,0.1725,3.59891235,6,178.92,44,8,12,Summer-Manchester-Collection
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,507.7,0.01562,7.930274,2.139,16.96285609,0,6,76,6,18,Summer-Manchester-Discount
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1807,0.01166,21.06962,0.23,4.8460126,9,123.9,8,15,9,Summer-Manchester-Collection
Summer,7/18/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1603.5,0.01111,17.814885,2.19,39.01459815,6,448,122,14,0,Summer-Manchester-Discount
